Donor,Name,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34,Cluster 35,Cluster 36,Cluster 37,Cluster 38,Cluster 39,Cluster 40,Cluster 41,Cluster 42,Cluster 43,Cluster 44,Cluster 45,Cluster 46,Cluster 47,Cluster 48,Cluster 49,Cluster 50,Cluster 51,Cluster 52,Cluster 53,Cluster 54,Cluster 55,Cluster 56,Cluster 57,Cluster 58,Cluster 59,Cluster 60,Cluster 61,Cluster 62,Cluster 63,Cluster 64,Cluster 65,Cluster 66,Cluster 67,Cluster 68,Cluster 69,Cluster 70,Cluster 71,Cluster 72,Cluster 73,Cluster 74,Cluster 75,Cluster 76,Cluster 77,Cluster 78,Cluster 79,Cluster 80,Cluster 81,Cluster 82,Cluster 83,Cluster 84,Cluster 85,Cluster 86,Cluster 87,Cluster 88,Cluster 89,Cluster 90,Cluster 91,Cluster 92,Cluster 93,Cluster 94,Cluster 95,Cluster 96,Cluster 97,Cluster 98,Cluster 99,Cluster 100,Metacluster 1,Metacluster 2,Metacluster 3,Metacluster 4,Metacluster 5,Metacluster 6,Metacluster 7,Metacluster 8,Metacluster 9,Metacluster 10,Metacluster 11,Metacluster 12,Metacluster 13,Metacluster 14,Metacluster 15,Metacluster 16
CO093,FlowSOM_c06_COVID-19 STUDY CyTOF FIXED 221221 HKM_CO093.fcs,0.97067363,2.130327967,2.461903208,6.791279399,1.103819128,3.294277321,3.475526998,3.518477159,1.111550157,0.671740512,1.486934561,1.126153212,4.305324102,2.229113337,1.151064305,0.201006752,2.020375556,0.442386655,1.130448228,3.27537925,0.486195818,0.784269933,0.755922827,0.311818166,0.443245658,0.224199839,1.524730702,1.225797584,0.214750803,0.359922346,1.46803649,0.635662377,0.564365111,0.431219613,1.526448709,0.590135207,1.445702407,0.622777329,0.812617039,0.256841961,1.170821379,0.496503857,0.673458519,1.084062054,1.492947584,0.364217362,0.046386173,0.323844211,0.394282475,0.6150463,1.119281186,0.564365111,0.458707716,1.068599997,0.140017524,0.182108681,0.202724758,0.143453537,0.717267683,0.580686172,0.180390675,0.035219132,0.151184565,0.300651124,0.429501606,0.68977958,0.433796622,0.314395176,0.54546704,1.263593726,0.185544694,0.376243407,0.694074596,0.309241157,0.840964145,0.603020255,0.962942601,0.450117683,0.578109162,1.025649836,4.036456096,0.669163503,0.169223633,0.543749034,0.188121704,0.559211091,0.485336815,0.913120415,0.861580222,2.036696617,1.699108355,0.699228615,0.383974436,0.389987459,0.766230866,0.846977168,0.958647585,0.629649355,0.643393406,2.172419125,24.24278867,12.95205044,6.348892745,0.671740512,7.389145635,5.142852234,6.981978113,3.119899668,1.492947584,0.73272974,14.59016957,0.366794372,6.498359304,7.66574467,0.863298229,0.383974436
CO074,FlowSOM_c06_COVID-19 STUDY CyTOF FIXED 241121 HKM_CO074.fcs,0.877384625,2.187344339,0.520837885,4.818624324,2.053639311,1.532801426,0.998855205,2.001205967,0.284887836,0.10311891,0.429079533,1.014585209,2.800814465,0.745427375,1.063522996,0.105740577,0.539189555,0.321591177,0.258671164,0.419466753,0.420340642,0.425583976,0.311978397,0.224589491,0.387132857,0.117101135,0.22546338,0.173030036,0.512098994,0.460539539,0.803104054,0.362663963,0.199246708,0.28139228,0.547054557,0.258671164,0.22546338,0.203616153,2.254633797,3.614405187,1.136055789,0.186138372,0.14069614,0.255175608,0.668525137,3.014917286,0.810969056,0.369655076,2.875095035,9.453731943,0.781256827,0.548802335,0.413349529,0.482386766,0.530450665,0.146813364,0.426457865,0.623956795,1.243544145,4.209523643,0.028838339,0.016603892,0.09350613,0.312852287,0.294500616,0.306735063,0.618713461,1.016332987,3.400302366,1.622812,0.247310606,0.145065585,0.410727862,0.601235679,0.558415115,0.591622899,0.25342783,0.615217904,1.87623983,1.88585261,0.504233993,0.95690853,0.160795589,0.79786072,0.311104508,0.302365618,0.583757898,0.751544599,3.93075303,2.125298215,0.729697372,0.62832624,0.401115082,1.152659681,0.533072332,0.318095621,0.354798962,0.376646189,1.328311384,1.155281349,16.9316007,5.499383908,5.550069474,0.10311891,3.148622314,1.197228024,4.713757636,20.03652856,0.668525137,4.50315037,22.23698124,0.138948362,6.789244173,3.211542327,0.571523451,0.401115082
CO102,FlowSOM_c06_COVID-19 STUDY CyTOF FIXED 281021 HKM_CO102.fcs,0,0,0,0,0,0,0,0,0,0.010685473,0,0.005342737,0,0,0,0.005342737,0,0,0.005342737,0,0.005342737,0.005342737,0.005342737,0.005342737,0,0.021370946,0,0,0,0.005342737,0.005342737,0,0.021370946,0.010685473,0,0.01602821,0,0,0,0,0,0,0,0,0.005342737,0.005342737,0.010685473,0,0.042741892,0.005342737,0.021370946,0.005342737,0,0,0.005342737,0.005342737,0.005342737,0.010685473,0,0,0,0,0.010685473,0,0,0,0.005342737,0,0,0,0.053427365,0,0.010685473,0.005342737,0,0,0,0,0,0,0,0.096169258,0,0,0,0.005342737,0,0.01602821,0.01602821,0,0,0,0,0.005342737,0,0,0,0,0.005342737,0,0.010685473,0.005342737,0.010685473,0.010685473,0.085483785,0,0.032056419,0.048084629,0.005342737,0.026713683,0.074798312,0.010685473,0,0.149596623,0.010685473,0
CO138,FlowSOM_c06_COVID-19 STUDY CyTOF FIXED 301121 HKM_CO138.fcs,2.845216431,4.892668328,0.946968064,7.33770882,1.885311646,3.366997559,3.061690916,5.180726009,0.479521169,0.326867847,1.315233422,3.266091126,5.262658583,1.502384669,2.197517874,0.193188385,1.983630734,0.349291499,0.282020544,0.9995774,0.729631131,0.685646276,0.648561005,0.395001251,0.807251464,0.231998551,1.247100018,0.458822413,0.22337407,0.387239217,0.940068478,0.445023243,0.462272206,0.429499176,0.67874669,0.250109962,2.570957921,0.439848554,0.619237768,0.412250213,1.011651674,0.393276354,0.505394613,0.262184236,0.430361625,0.108668466,0.145753737,0.469171791,0.362228221,0.514881543,1.224676366,0.777928227,0.620100216,0.225961414,0.105218674,0.096594192,0.199225522,0.197500625,0.432948969,0.33462988,0.050884441,0.030185685,0.261321788,0.611475735,0.27425851,0.277708303,0.433811417,0.60457615,0.786552709,0.823637979,0.129367222,0.202675314,0.649423453,0.701170342,1.072885493,0.374302495,0.326867847,0.48814565,1.185003752,1.26003674,0.874522419,0.947830512,0.345841706,1.040112463,0.74860499,0.538167643,0.520056232,1.065123459,1.122045037,0.940930927,1.194490681,0.48383341,0.103493777,1.091859352,1.32989504,0.767578849,0.471759135,0.813288601,0.80466412,0.586464739,32.18139009,14.1355251,2.783982613,0.326867847,5.35666543,5.185900698,5.638685974,2.263926381,0.430361625,0.456235069,17.84663947,0.342391914,3.611070384,3.832719558,0.99526516,0.103493777
CO076,FlowSOM_c06_Covid 19 Cytof Study 07 12 21_HKM_100222_00_1_CO076.fcs,1.0628043,1.843773486,0.158481195,0.07515603,0.00490148,0.115184786,0.040028755,0.111100219,0.853674476,1.078325654,1.953239878,2.9196484,0.350455838,0.451753096,0.098846518,0.034310362,0.089043558,0.603698984,0.433781002,0.32921609,1.400189524,0.831617815,0.785870666,0.357808058,1.381400516,0.129072313,1.017057151,0.262229193,0.419076561,0.491781851,0.772800052,1.200045747,0.563670228,0.891252492,0.771983139,0.65843218,1.162467732,0.522007646,0.477894324,0.751560305,0.667418227,0.953337908,1.374048296,0.378230892,0.222200438,0.109466392,0.066169983,0.538345914,1.044832206,0.365160278,1.016240238,0.490148025,0.598797504,0.292454988,0.171551809,0.080874424,0.164199588,0.362709538,0.754011045,0.983563703,0.032676535,0.048197889,0.504852465,0.565304055,0.248341666,0.209129824,0.437865569,0.493415678,0.851223736,2.920465314,0.036761102,0.206679084,0.605332811,0.759729438,0.605332811,0.093128125,0.625755645,0.288370421,1.249877463,2.660686861,0.291638075,0.303074862,1.030944679,1.399372611,0.210763651,0.33411757,0.209129824,0.828350162,0.574290102,2.204032284,0.270398327,0.169917982,0.146227494,1.892788289,1.124889717,0.367611019,0.19115773,0.575923929,1.039930726,0.419893474,10.31924975,0.993366663,3.279090285,1.078325654,8.123386596,3.502107637,5.991242689,3.625461556,0.222200438,0.428062608,15.70270888,0.58572689,8.205077934,1.278469431,1.636277489,0.146227494
CO174,FlowSOM_c06_Covid 19 Cytof Study 09 12 21_HKM_100222_00_1_CO174.fcs,0.876121089,0.666313144,0.146404445,0.632882208,0.119890254,0.096834436,0.080695363,1.64042146,1.633504715,1.581629124,1.585087497,1.513614461,0.892260162,0.370045881,0.756230835,0.062250709,0.166001891,0.873815507,0.58446499,0.883037835,0.481866599,0.400018445,0.816175962,0.255919581,0.67322989,0.121043045,0.524519863,0.126807,0.149862818,0.745855717,0.811564798,0.849606898,1.368362806,1.217347198,0.925691098,0.249002836,0.1394877,0.235169345,0.627118253,0.791967353,0.785050608,0.939524589,1.796048233,0.767758744,0.382726581,0.039194891,0.043806054,0.047264427,0.869204344,0.194821663,2.688308395,0.66170198,0.653632444,0.282433772,0.094528854,0.035736518,0.062250709,0.093376063,0.36889309,0.115279091,0.0887649,0.093376063,0.262836327,0.310100754,0.174071427,0.136029327,0.262836327,0.185599336,0.259377954,0.210960736,0.472644272,1.610448897,0.297420054,0.25476679,0.532589399,0.144098863,0.2409333,0.185599336,0.370045881,0.187904918,2.28828995,1.985105941,0.180988172,0.795425726,0.161390727,0.391948908,0.159085145,0.247850045,0.348142854,0.214419109,1.387960252,0.417310308,0.49570009,0.621354299,0.620201508,0.288197727,0.104903973,0.278975399,0.273211445,0.21672469,8.040716575,2.920019367,4.788693427,1.581629124,8.590597837,1.073248334,7.671823485,2.175316441,0.382726581,0.213266318,7.502363221,0.44497729,0.830009453,8.16175962,0.478408226,0.49570009
CO100,FlowSOM_c06_Covid 19_Study_03 jan 2022_HKM_My Ha_U ant_240122_00_1_0_CO100.fcs,2.298567116,1.863174455,0.259364769,1.642076619,0.474509971,0.338449764,0.215145202,1.584251031,1.886984991,2.232237765,2.604702581,1.748373655,1.003444024,1.084229772,0.665844636,0.083336877,0.515328033,0.632679961,1.490709639,2.229686636,1.533228454,1.949912836,1.053616225,0.322292614,1.023853055,0.178579021,1.165015519,0.737276245,0.477911476,0.877588333,4.718738042,1.772184192,0.920957524,1.139504231,1.506016412,0.509375399,0.484714486,0.297631702,0.815510864,1.79769548,1.847867681,1.750924784,1.557889366,0.753433394,0.858880054,0.28657681,0.027212041,0.176027892,0.78659807,1.082529019,1.837663166,0.992389132,1.097835792,1.346996046,0.191334666,0.227900846,0.425188146,0.519579914,0.645435605,0.962625962,0.094391768,0.027212041,0.318040733,0.400527233,0.480462605,0.647986734,0.656490497,0.971980101,1.24750202,1.118244823,0.494919002,1.501764531,1.076576385,0.971129725,0.828266508,0.737276245,0.655640121,0.773842425,0.913304137,0.674348399,3.555423275,1.047663591,0.298482078,1.044262086,0.295930949,0.371614439,0.551894213,0.757685276,1.023853055,1.170968153,1.338492283,0.421786641,0.46770696,0.915855266,0.76363791,0.510225775,0.691355925,0.838471023,0.858880054,0.436243038,15.17751605,3.369190867,8.760576555,2.232237765,10.91543008,2.860665845,15.36459883,4.29269952,0.858880054,0.733024363,18.85284238,0.439644543,3.399804413,8.360049322,1.375058463,0.46770696
CO252,FlowSOM_c06_Covid 19_Study_05 jan 2022_HKM_My Ha_U ant_240122_0_1_0_CO252.fcs,1.950635752,8.48666168,8.102717527,5.563699825,0.18648716,0.362004488,0.443779606,0.939416604,1.215656943,0.373971578,2.45425081,1.995512341,2.306656694,1.189728247,0.934430317,0.023934181,1.749189728,0.420842683,0.952380952,0.756918474,0.331089504,1.081027175,0.690102219,0.405883819,2.824233358,0.177511842,0.462727499,0.431812516,0.76689105,0.434804288,2.340563451,0.76689105,0.558464223,0.336075792,1.655447519,1.780104712,0.606332585,0.045873847,0.789827973,0.203440539,0.790825231,0.345051109,1.030167041,1.029169783,1.13587634,0.405883819,0.063824483,0.055846422,0.144602344,0.106706557,0.687110446,0.512590376,0.878583894,1.356270257,0.312141611,0.04886562,0.105709299,0.086761406,0.111692845,0.366990775,0.039890302,0.015956121,0.023934181,0.164547494,0.166542009,0.324108701,0.112690102,0.107703815,0.177511842,1.198703565,0.011967091,0.094739466,0.145599601,0.046871104,0.418848168,0.465719272,2.465220643,0.560458738,0.542508103,2.969832959,1.658439292,0.224382947,0.275243082,0.196459736,0.049862877,0.307155323,0.42582897,2.358514086,0.344053852,1.922712541,2.049364248,2.895038644,0.682124159,0.177511842,0.464722014,0.959361755,2.433308402,0.397905759,0.18249813,0.679132386,33.50186986,3.93916729,4.330092246,0.373971578,11.56818748,1.60259287,7.677885814,1.519820494,1.13587634,0.830715532,14.04238345,0.079780603,6.770381451,6.933931688,0.420842683,0.682124159
CO049,FlowSOM_c06_Covid 19_Study_Cytof Fixed_211021_HKM_My Ha_Uant_00_1_0_CO049.fcs,0,0.053792361,0,0,0.053792361,0,0,0.026896181,0.268961807,0.161377084,0.026896181,0.026896181,0.080688542,0,0.053792361,0.080688542,0.026896181,0.161377084,0.026896181,0.053792361,0.134480904,0.080688542,0,0.026896181,0.026896181,0.053792361,0.053792361,0,0,0.107584723,0.080688542,0.026896181,0.188273265,0.107584723,0.161377084,0,0,0.026896181,0.053792361,0.484131253,0.161377084,0.026896181,0.053792361,0.026896181,0.080688542,0.080688542,0.134480904,0.295857988,0.403442711,0.34965035,0.537923615,0.080688542,0.026896181,0.080688542,0.295857988,0.941366326,0.645508338,0.806885422,0.026896181,0.107584723,1.317912856,0.053792361,0.188273265,0.753093061,0.995158687,0.914470145,1.613770845,2.097902098,2.232383002,0,2.689618074,3.819257665,0.618612157,1.129639591,0.753093061,1.586874664,0.053792361,0.779989242,0.295857988,0,1.586874664,3.173749328,0.188273265,0.753093061,0.457235073,0.242065627,0.860677784,0.484131253,3.846153846,0.026896181,1.667563206,0.188273265,1.506186122,1.264120495,0.753093061,0.672404519,1.371705218,1.613770845,0.914470145,0,0.430338892,0.295857988,0.941366326,0.161377084,0.72619688,0.37654653,1.022054868,0.941366326,0.080688542,1.45239376,27.89133943,1.559978483,0.026896181,13.1253362,0.806885422,1.506186122
CO063,FlowSOM_c06_Cytof_Covid samples_10 nov 2021_HKM_260122_03_1_0-002_CO063.fcs,1.565985545,3.798964933,0.113768181,0.113768181,0.089229946,0.198536629,0.040153476,0.167306148,0.662532346,0.711608816,1.548139556,2.415900776,0.287766574,0.365842777,0.080306951,0.066922459,0.078076202,0.858838226,0.365842777,0.394842509,1.902828589,1.302757205,0.550994914,0.354689034,0.762916035,0.069153208,0.078076202,0.325689301,0.99937539,0.718301062,2.382439547,1.224681003,0.428303739,0.876684215,0.769608281,0.265459088,0.028999732,0.307843312,1.378602659,3.007049166,1.661907736,0.693762827,0.42607299,0.455072722,0.189613634,0.588917641,0.191844383,0.202998126,2.85312751,2.520745962,1.010529134,1.184527527,0.515302936,0.265459088,0.461764968,0.405996252,0.535379673,0.388150263,0.678147586,2.39359329,0.167306148,0.057999465,0.379227269,0.968144909,1.523601321,1.630677255,0.994913893,1.93405907,1.117605068,0.970375658,0.450611225,0.60676363,0.687070581,1.896136343,3.212278041,1.73775319,1.146604801,1.068528598,0.847684483,0.890068707,1.427679129,1.162220041,0.312304809,1.432140626,1.148835549,1.023913625,0.858838226,1.193450522,0.62237887,0.990452396,0.653609351,0.646917105,0.129383421,1.041759615,1.240296243,1.224681003,1.041759615,1.113143571,1.110912822,0.354689034,12.28250201,1.40983314,6.14794325,0.711608816,6.26171143,0.943606674,8.938609797,9.824217007,0.189613634,1.648523244,32.0536272,0.604532881,3.205585795,4.947800482,0.99937539,0.129383421
CO144,FlowSOM_c06_Cytof_Covid samples_15 nov 2021_HKM_260122_00_1_0_CO144.fcs,0.682423435,1.203950289,0.072126054,0.260763427,0.271859743,0.355082113,0.094318686,0.233022636,1.292720817,0.654682645,1.181757656,0.882157124,0.410563693,0.488237905,0.205281846,0.122059476,0.066577896,0.255215269,0.332889481,0.294052375,1.181757656,0.94873502,0.382822903,0.294052375,0.321793165,0.05548158,0.061029738,0.088770528,0.099866844,0.560363959,2.335774523,1.081890812,0.183089214,0.638038171,1.081890812,0.233022636,0.077674212,0.061029738,0.343985797,0.438304483,2.435641367,0.610297381,0.416111851,0.75454949,0.416111851,0.05548158,0.061029738,0.271859743,0.338437639,0.360630271,1.564580559,0.543719485,0.499334221,0.255215269,0.08322237,0.282956059,0.443852641,0.19418553,0.033288948,0.127607634,0.915446072,0.061029738,0.277407901,0.89325344,1.17066134,2.058366622,1.725477142,1.84198846,0.471593431,0.038837106,1.658899245,1.314913449,0.427208167,1.109631602,2.729693742,1.75876609,0.532623169,1.581225033,0.405015535,0.049933422,3.545272969,3.489791389,0.282956059,1.836440302,1.614513981,1.492454505,1.919662672,1.203950289,0.932090546,0.016644474,1.314913449,0.621393697,0.843320018,0.632490013,1.775410564,1.514647137,1.159565024,1.7310253,0.305148691,0.011096316,6.840878828,1.126276076,3.018197958,0.654682645,5.309587217,0.560363959,9.326453617,1.203950289,0.416111851,0.482689747,33.0337328,1.253883711,0.116511318,11.9451842,0.710164225,0.843320018
CO135,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 011121 HKM_CO135.fcs,0.395331325,2.678571429,1.659315835,1.309703098,0.250107573,0.696536145,0.696536145,0.865963855,1.465684165,1.683519793,2.570998279,1.124139415,1.600150602,1.145654045,0.301204819,0.069922547,0.631992255,0.562069707,1.121450086,1.890598107,0.820245267,1.395761618,0.567448365,0.328098107,0.634681583,0.072611876,0.476011188,0.290447504,1.054216867,1.296256454,2.869513769,1.142964716,0.454496558,0.564759036,2.904475043,0.879410499,0.333476764,0.029582616,0.734186747,0.519040448,2.366609294,0.605098967,1.153722031,1.557121343,2.471493115,0.38457401,0.040339931,0.005378657,0.201699656,0.32003012,1.982035284,1.212887263,0.494836489,1.129518072,0.182874355,0.110262478,0.145223752,0.06454389,0.554001721,0.567448365,0.102194492,0.026893287,0.088747849,0.330787435,0.602409639,0.884789157,0.59972031,0.42760327,0.505593804,0.954711704,0.069922547,0.314651463,0.185563683,0.346923408,1.75613167,1.239780551,1.640490534,1.021944923,0.701914802,0.723429432,2.350473322,0.371127367,0.293136833,0.981604991,0.761080034,1.522160069,1.288188468,2.449978485,0.753012048,1.578635972,0.696536145,1.231712565,0.414156627,0.726118761,1.914802065,2.312822719,2.293997418,1.126828744,0.640060241,1.774956971,13.85542169,3.523020654,7.347246127,1.683519793,10.51258606,1.13489673,11.80346386,2.377366609,2.471493115,0.718050775,27.03851119,0.217835628,5.031734079,5.034423408,0.478700516,0.414156627
CO194,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 021221 HKM_CO194.fcs,1.269812578,1.540946937,0.672187263,2.237988183,0.527582272,0.576160512,0.613441486,1.939740389,1.638103415,1.056294271,0.749008665,1.617768338,1.856140628,0.677835896,1.345504253,0.107324017,0.919597365,0.761435656,0.656371093,2.196188303,0.596495588,0.636036016,0.683484528,0.308415333,0.753527571,0.140086085,0.432685247,0.447371691,0.36716111,0.28356135,0.881186665,0.75691675,0.759176203,0.917337912,0.860851588,0.360382751,0.376198922,0.084729487,0.192053504,0.657500819,1.069850989,0.753527571,1.06646181,0.895873109,1.089056339,0.127659094,0.048578239,0.062134957,0.332139589,0.149123897,2.035767141,1.407639211,0.977213417,0.624738751,0.195442683,0.076821402,0.136696906,0.152513077,0.242891196,0.265485726,0.081340308,0.071172769,0.327620683,0.448501418,0.186404871,0.175107606,0.410090717,0.360382751,0.311804512,0.362642204,0.135567179,0.56373352,0.312934239,0.270004632,0.372809743,0.185275145,0.459798683,0.326490957,0.535490358,0.717376323,0.950099981,0.850684049,0.26096682,0.701560152,0.227075025,0.335528768,0.368290837,1.022402476,0.603273947,0.498209384,0.599884768,0.655241366,0.432685247,0.612311759,0.743360033,0.373939469,0.486912119,0.416869076,0.279042444,0.268874905,13.0912706,4.917699425,5.79888609,1.056294271,7.381632907,1.403120305,8.506840494,1.181693912,1.089056339,0.448501418,10.50193748,0.48013376,1.847102816,3.755210863,0.573901059,0.432685247
CO155,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 04112021 HKM-002_CO155.fcs,1.402795839,2.716189857,0.624187256,2.280559168,1.272756827,3.392392718,2.337451235,5.019505852,0.998049415,0.830624187,0.9736671,2.017230169,2.628413524,1.521456437,1.080949285,0.55916775,1.851430429,0.455136541,0.564044213,1.614109233,0.809492848,0.655071521,0.468140442,0.461638492,0.723342003,0.25520156,1.113459038,0.557542263,0.302340702,0.523407022,1.539336801,0.806241873,0.515279584,1.006176853,0.952535761,0.450260078,2.236671001,0.723342003,1.098829649,0.609557867,1.648244473,0.544538362,0.629063719,0.74609883,0.936280884,0.983420026,0.256827048,0.976918075,0.944408322,1.927828349,1.492197659,0.846879064,0.44863459,0.754226268,0.251950585,0.131664499,0.214564369,0.162548765,0.203185956,1.409297789,0.593302991,0.047139142,0.172301691,0.451885566,0.424252276,0.723342003,0.711963589,0.799739922,0.287711313,0.36573472,0.435630689,0.920026008,0.297464239,0.523407022,1.189856957,0.941157347,0.802990897,1.014304291,0.39336801,0.36573472,4.848829649,1.653120936,0.22756827,0.762353706,0.855006502,0.689206762,1.389791938,1.436931079,0.565669701,0.378738622,1.883940182,0.824122237,0.578673602,0.541287386,1.157347204,1.25,1.453185956,1.064694408,0.39336801,0.31046814,17.32769831,13.61508453,4.611508453,0.830624187,6.862808843,5.60793238,8.08029909,5.583550065,0.936280884,1.623862159,20.19993498,0.812743823,1.420676203,10.5656697,0.52503251,0.578673602
CO191,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 08112021 HKM-001_CO191.fcs,0.586591321,2.952919136,2.957525875,3.468873806,1.125579681,2.126777433,1.584717914,1.612358343,0.68793956,0.336291883,0.95666595,1.010411228,3.511870029,2.432357729,0.815392648,0.081385707,1.233070237,0.509812352,0.605018273,2.139062068,0.505205614,1.03037376,0.463744971,0.360861153,0.396179479,0.113632874,1.670710359,0.715579988,0.717115568,1.011946808,1.179324959,0.71250883,0.545130678,0.21958785,0.51595467,0.449924757,4.812505758,0.887564878,3.26310617,0.839961918,0.675654925,0.264119652,0.519025828,0.542059519,0.413070852,0.102883818,0.082921286,1.045729554,0.915205307,1.738275851,0.635729861,1.102545991,0.655692393,0.500598876,0.214981112,0.136666564,0.273333129,0.202696477,0.476029606,2.459998157,0.082921286,0.032247167,0.099812659,0.322471669,0.472958447,0.796965695,0.615767329,0.667977028,0.48984982,0.975092903,0.271797549,0.334756304,0.230336906,0.449924757,1.070298824,1.142471054,1.17778938,1.200823071,0.655692393,0.98123522,2.925278708,0.620374067,0.193483001,0.859924449,0.425355487,0.618838488,1.041122816,1.753631645,0.878351402,1.346703111,0.998126593,0.804643592,0.532846043,0.591198059,1.248426031,1.205429809,1.695279629,1.039587236,0.569699948,0.509812352,20.32339302,7.148121986,6.001044194,0.336291883,5.156475538,9.132090538,5.726175486,8.852615092,0.413070852,0.537452781,21.46586407,0.214981112,3.812843586,5.954976813,0.423819907,0.532846043
CO150,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 131221 HKM_CO150.fcs,0.579247817,1.531229013,2.395903291,4.984889187,0.55406313,1.259234385,1.689053056,4.822028207,1.401947616,0.883143049,1.647078576,0.928475487,3.577904634,2.162525185,0.990597717,0.075554063,2.775352586,0.636333109,1.202149093,3.070852921,0.302216253,0.693418402,0.743787777,0.36937542,0.545668234,0.097380792,1.223975823,0.896574882,0.708529214,0.683344527,0.854600403,0.688381464,0.894895903,0.458361316,1.892209537,0.935191404,2.884486232,0.683344527,1.084620551,0.476830087,0.810946944,0.399597045,0.83948959,1.182001343,3.062458026,1.33143049,0.139355272,1.321356615,0.42981867,0.310611148,1.173606447,0.940228341,0.698455339,1.245802552,0.292142377,0.075554063,0.181329752,0.162860981,0.362659503,0.666554735,0.057085292,0.016789792,0.078912021,0.230020148,0.261920752,0.339153794,0.277031565,0.188045668,0.308932169,1.277703156,0.025184688,0.196440564,0.221625252,0.16453996,0.765614506,0.606111484,1.450638012,0.5322364,0.547347213,1.480859637,2.024848892,0.720282069,0.129281397,0.530557421,0.181329752,0.693418402,0.495298858,1.699126931,0.481867025,1.690732035,1.949294829,1.190396239,0.305574211,0.382807253,0.846205507,1.052719946,1.118200134,0.466756212,0.406312962,0.970449966,19.65413029,11.25755541,7.543653459,0.883143049,8.651779718,7.009738079,6.811618536,2.854264607,3.062458026,1.838482203,14.37038281,0.152787105,5.419744795,6.10644728,0.350906649,0.305574211
CO134,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 151221 HKM_CO134.fcs,0.907685151,1.843028299,1.098776762,3.096438404,0.877512792,0.499101115,0.554417108,2.366015866,1.532504432,0.885055882,1.548847793,0.996945049,2.211382523,1.946117194,1.219466201,0.054058811,1.37158518,1.200608476,1.387928542,1.11260576,0.618533372,1.117634487,1.265981922,0.693964271,0.989401959,0.311781049,0.560703016,0.824711163,1.010774047,0.981858869,2.719283909,1.250895742,2.100750537,0.819682436,1.545076248,1.408043448,0.696478634,0.26652251,0.960486781,2.050463271,1.492274619,0.814653709,1.326326641,1.04346077,1.198094113,2.481676577,2.403731315,0.336924682,1.03591768,1.418100901,2.622480922,1.17295048,1.292382736,1.122663214,0.854883522,0.153376161,0.36583986,0.301723596,0.355782407,1.423129628,0.057830356,0.040229813,0.09931735,0.26652251,0.167205159,0.267779691,0.311781049,0.287894598,0.6097331,1.37158518,0.096802987,0.287894598,0.267779691,0.179776976,0.374640132,0.406069673,0.522987566,0.546874018,1.029631771,1.458330714,1.50107489,0.813396528,0.241378877,0.482757754,0.167205159,0.438756396,0.580817922,1.220723382,0.99820223,1.869429114,2.295613693,0.878769973,0.824711163,0.597161284,0.634876733,0.492815207,0.714079177,0.534302201,0.422413034,0.521730385,16.36473354,6.045786556,8.076134921,0.885055882,12.62210377,2.685340005,12.48758533,5.193417397,1.198094113,5.893667576,12.92257018,0.197377519,5.221075393,5.87355267,0.509158568,0.824711163
CO147,FlowSOM_c07_COVID-19 STUDY CyTOF FIXED 171121 HKM_CO147.fcs,0.181788134,0.305734589,0.049578582,0.123946455,0.148735746,0.107420261,0.049578582,0.107420261,0.462733432,0.16526194,0.570153694,0.173525037,0.16526194,0.256156007,0.099157164,0.049578582,0.024789291,0.057841679,0.148735746,0.074367873,0.16526194,0.181788134,0.140472649,0.156998843,0.148735746,0.024789291,0.090894067,0.008263097,0.08263097,0.206577425,0.33052388,0.190051231,0.173525037,0.347050074,0.694100149,0.107420261,0.090894067,0.008263097,0.206577425,0.024789291,0.702363246,0.156998843,0.272682201,0.421417947,0.206577425,0.049578582,0.016526194,0,0.066104776,0.008263097,0.619732276,0.115683358,0.132209552,0.123946455,0.099157164,0.355313171,0.479259627,0.16526194,0.016526194,0.024789291,0.347050074,0.016526194,0.280945298,0.784994216,1.561725335,3.115187572,2.776400595,2.768137498,0.611469179,0.074367873,0.727152537,0.479259627,0.388365559,2.024458767,3.891918691,3.586184102,1.966617088,3.288712609,1.057676417,0.280945298,2.933399438,1.330358618,0.239629813,2.98297802,2.867294662,3.751446042,4.610808131,5.420591638,1.867459924,0.090894067,0.611469179,1.330358618,0.727152537,1.098991902,4.387704512,3.78449843,4.11502231,3.883655594,0.495785821,0.033052388,2.239299289,0.396628656,0.999834738,0.16526194,2.668980334,0.198314328,2.371508842,0.322260783,0.206577425,0.520575112,67.34424062,0.644521567,0.479259627,7.411998017,0.627995373,0.727152537
